to	~쪽으로, ~에게
look up to~	~를 존경하다
loose	느슨한, 풀다, 끄르다
lose	잃다, 지다
lottery	복권, 추첨
lower	낮추다
loyal	충성스러운, 성실한
lure	미끼, 유혹하다
luxurious	사치스러운, 사치를 좋아하는
magnificent	장엄한, 웅장한, 엄청난
magnify	확대하다
main	주요한
maintain	유지하다
major	주요한, 대부분의, 성인, 전공 과목, 소령
malnutrition	영양 실조
management	경영, 관리, 취급
manufacture	제조하다
marvel	경이, 놀라운 일
mass	덩어리, 모임, 집합시키다, 미사
master	주인, 교사, 대가, 정복하다, 숙달하다
masterpiece	걸작
masterpiece	걸작
material	물질의, 재료, 자료
matter	문제, 중요하다
mature	성숙한
maximum	최대
measure	평가하다, 치수
mechanic	(자동차) 수리공
medical	의학의
meditate	명상하다
medium	매개, 중간의
meet	만나다, 만족시키다
melt	녹다, 녹이다
memorize	암기하다
mend	수리하다, 고치다
mental	정신의
mention	언급하다
merchant	상인
merciful	자비로운
mere	단순한, 순전한
merit	장점
mess	혼란, 더러움
metal	금속의
method	방법
migrate	이주하다
minor	중요하지 않은, 미성년자
mischief	해악, 손해, 악의 없는 장난
misdeed	악행, 비행
miserable	불쌍한, 비참한
military	군대의, 군대
minus	마이너스의, 영하의
misfortune	불행
miss	놓치다, 그리워하다
misunderstand	오해하다
misuse	오용하다
mix	혼합하다, 섞다
moderate	알맞은, 적당한
modern	현대의
modest	겸손한
modify	바꾸다
mold	주형, 틀, 주조하다
molecule	분자
momentary	순간의, 잠시 동안의
monotonous	단조로운, 지루한
monster	괴물
moral	도덕의
mortal	죽을 운명의, 치명적인
motivation	동기
mourn	애도하다
muddy	진흙의
mumble	중얼거리다, 중얼거림
moist	습기, 습기에 젖은
murder	살인, 살해하다
muscle	근육
mutual	상호의, 서로의
mystery	신비, 비밀
mythology	신화
naive	순진한, 소박한
naked	벌거벗은
narrow	좁은
native	원주민의, 자국의
natural	자연의, 천부의, 당연한
naughty	장난의, 버릇없는
navigate	항해하다
necessary	필요한
negative	부정적인
neglect	소홀히 하다
negotiate	협상하다
nerve	신경, 용기
neutral	중립의
noble	고상한, 신분이 높은
note	각서, 메모, 적어두다
nourish	자양분을 주다, 기르다
nuclear	핵의, 핵무기
numerous	다수의, 매우 많은
nurture	양육, 양육하다
nutrition	영양
obey	순종하다, 복종하다
object	반대하다
obscure	흐린, 모호한
observe	지키다, 관찰하다
obstinate	고집 센
obtain	얻다, 획득하다
obvious	명확한
occasional	때때로의,
occupation	직업
occupy	차지하다
occur	일어나다 occur to~: ~에게 생각나다
odd	이상한, 홀수의
offend	불쾌하게 하다, 위반하다
offer	제공(하다)
omit	생략하다
operation	운전, 수술
opinion	의견
opportunity	기회
oppress	압박하다
optimism	낙천주의
oral	구두의, 입의
ordinary	평상의, 보통의
organize	조직하다, 편성하다
origin	기원
outstanding	눈에 띄는
overcome	극복하다
overdue	기한이 지난, 늦은
overhear	엿듣다,
overlook	간과하다
overnight	밤사이에, 하룻밤 사이의
over-population	과잉 인구
over-simplification	지나친 단순화
overtake	따라 잡다
overthrow	뒤집어엎다, 전복시키다, 전복
overweight	비만의, 뚱뚱한
overwhelm	압도하다
owe .. to ~	.. ..을 ~에게 빚지다
panic	공황
pant	헐떡이다
parcel	소포
part	부분, 헤어지다
participate	참가하다
passion	정열
passive	수동적인
pastime	오락
pat	두드리다
patience	인내
pattern	패턴, 유형
pay	지불하다, 이익이 되다, 임금
peculiar	특별한, 독특한
pain	고통
piece	조각, 부분, 파편
particular	특별한
penniless	무일푼의
penalize	유죄를 선고하다
perceive	자각하다, 인지하다
perform	실행하다, 공연하다
peril	위험
perish	멸망하다, 소멸하다
permanent	영구적인
permission	허가, 허용
persist	고집하다, 주장하다
phase	단계, 국면, 양상
phenomenon	현상
physical	육체의, 물질의
picture	그림, 그리다, 상상하다
pierce	꿰뚫다, 관통하다, 구멍을 내다
pitiful	가엾은, 불쌍한
plain	평범한, 보통의, 예쁘지 않은
plead	애원하다
plus	..을 더하여
poem	시
point	점, 핵심, 지적하다(out)
poison	독
political	정치의,
poll	여론조사
pollute	오염시키다
popularity	인기, 평판
population	인구
portable	휴대할 수 있는
portion	일부, 한 조각
portrait	초상화,
pose	자세, 태도, 포즈를 취하다
position	입장, 위치, 지위
positive	긍정적인
possess	소유하다
possibility	가능성
post	기둥, 붙이다, 우편, 지위
postpone	연기하다
potency	잠재력, 효능
pour	쏟다, 퍼붓다
poverty	가난
practice	연습(하다), 관습, 실행하다
precaution	조심, 경계
precede	앞서다, 선행하다
precious	소중한
precise	정확한, 정밀한
predict	예언하다
prefer	선호하다
prejudice	선입견
prepare	준비하다
prescribe	규정하다, 처방하다
present	선물, 현재의, 출석한, 주다
preserve	보존하다, 보관하다
presidency	대통령의 지위
pressure	압력
pretend	.. 인 체하다, 흉내를 내다
prevail	우세하다, 보급되다
prevent	막다, 예방하다
previous	전의, 과거의
price	가격
prime	첫째의, 주요한, 청춘의, 전성기
primitive	원시적인, 원시의
principal	주요한, 교장
principle	원리, 원칙
priority	우선권
privacy	사생활
privilege	특권
probably	아마도
proceed	나아가다, 전진하다
produce	생산하다
profit	이익, 소득, 이익을 보다
progress	전진, 진보, 전진하다, 향상하다
prohibit	금지시키다
project	계획(하다)
prolong	늘이다, 연장하다
promise	약속, 장래성
promote	승진시키다, 장려하다
prompt	신속한, 민첩한
pronounce	발음하다
proof	증거
proper	적절한, 알맞은
property	재산, 특성
proportion	비율
proposal	제안, 청혼
prospect	전망
prosper	번영하다
protect	보호하다
protein	단백질
protest	항의(하다)
proverb	속담
psychological	심리적인, 심리학의
publish	출판하다
pulse	맥박, 진동, 맥이 뛰다
punctual	시간을 어기지 않는
punish	처벌하다
purchase	구입(하다)
pure	순수한
purpose	목적
pursue	추구하다, 수행하다
puzzle	수수께끼, 당황하게 하다
qualify	자격을 주다
quality	질
quantity	양
questionnaire	설문지
quotation	인용
race	경주, 인종
radiate	빛이 (발하다)
rage	분노, 격노
rain forest	열대 우림
raise	기르다, 제기하다, 임금 인상
range	범위, 정렬시키다, ..의 범위까지 이르다
rank	순위, 지위, 등급을 짓다
rapid	빠른
rarely	드물게, 좀처럼... 않다
rate	비율, 요금, 평가하다
rather	오히려, 다소
rational	이성적인
raw	날 것의, 가공하지 않은
reach	도달하다, 도착하다
react to~	~에 반응하다
realistic	현실적인
realize	깨닫다, 실현하다
reap	베다, 수확하다
rear	뒤, 뒤의, 기르다
rearrange	재배치하다
reason	이유, 원인, 추론하다
recall	소환하다, ..을 생각나게 하다, 소환
receipt	영수증
recall	소환하다
recent	최근의
reception	받아들임, 수령
recipe	처방, 조리법
recognize	인정하다, 인식하다
recommendation	추천
recover	회복하다
recycle	재생하여 이용하다
reduce	줄이다
reflect	반영하다, 반사하다, 곰곰이 생각하다
reform	개혁(하다)
refrain from~	~을 꺼리다
refund	환불
refuse	거부하다,
regain	되찾다, 회복하다
region	지역
regret	후회(하다)
regular	규칙적인, 보통의, 단골
reject	거절하다
relate	관계시키다, 이야기하다
relax	긴장을 풀다, 늦추다
release	풀어놓다, 개봉하다, 방출하다
reliable	믿을 수 있는
relic	유적, 유물
relieve	구원하다, 경감하다
religious	종교적인, 독실한
be reluctant to~	~하는 것을 꺼리다
remark	말하다, 주의, 비평
remember	기억하다
remind A of B	A에게 B를 생각나게 하다
remote	멀리 떨어 진
remove	제거하다, 치우다
render	.. 이 되게 하다, 제출하다, 보내다
renew	갱신하다, 새롭게 하다
rent	집세, 빌리다
repair	수리(하다)
repeat	반복하다
repent	후회하다
replace	대체하다, 대신하다
reply	응답하다 (to)
represent	묘사하다, 대표하다
reproduce	재생하다, 재현하다
reputation	명성
request	요구(하다)
require	요구하다, 필요로 하다
rescue	구조(하다)
research	연구(하다)
resemble	닮다
resent	분개하다, 화내다
reservation	예약
reside	살다, 거주하다
resign	사임하다
resist	저항하다
resolve	결심하다, 풀다
resort	유흥지, 의지(하다)
resource	원천, 자원
respect	존경(하다)
respond to~	~에 반응하다
restore	반환하다, 되찾다
restrain	억누르다, 제지하다
restrict	제한하다, 금지하다
resume	재개하다
retain	보유하다, 계속 지니다
retire	은퇴하다
reveal	드러내다, 폭로하다
revenge	복수(하다)
revise	교정하다
revolution	혁명
reward	보상, 보수, ...에게 보답하다
ridicule	비웃음, 비웃다
rigid	엄격한, 단단한
ripe	익은, 여문
risk	위험, 위험을 무릅쓰고 ... 하다
rival	경쟁자
rob A of B	A에게 B를 훔치다
role	역할
rotten	썩은
rough	거친, 험악한
routine	일상 업무, 판에 박힌 일
row	열, 줄, 노로 배를 젓다, 소동
royal	왕의, 훌륭한
rub	문지르다
rub	문지르다
ruin	파괴하다
ruler	자, 통치자
rural	시골의
rush	돌진하다, 달려들다, 돌진, 쇄도
scared	깜짝 놀란
sacrifice	희생
safety	안전
sane	제정신의
scarcity	부족, 결핍
scatter	뿌리다, 흩뜨리다, 분산하다
scene	장면, 야단법석
scent	향기, 냄새
schedule	일정표, 시간표, 예정하다
scold	꾸짖다
scream	외치다, 비명
search	탐색하다, 탐색
secure	확실한, 안전하게 하다, 보증하다
seek	찾다, 구하다
seize	붙잡다, 꼭 쥐다
select	선택하다
self-confident	자신감 있는
senior	손위의, 연장자
sense	감각, 오감, 느끼다, 깨닫다
separate	분리시키다, 별개의
sentimental	감상적인
sequence	연속,
series	일련, 연속
serve	음식을 차려내다, 섬기다, 도움이 되다
set	놓다, 되게 하다
settle	정착하다
severe	심한
shake	흔들다, 흔들리다
shape	모양
share	할당, 몫, 나누다
shift	이동시키다, 이동하다, 이동, 근무시간
shortage	부족, 결핍
show off~	~을 과시하다, 자랑하다
shrink	줄어들다,
shrug	어깨를 으쓱하다
side effect	부작용
sigh	한숨(쉬다)
sight	시각, 경치
sign	기호, 간판, 서명하다
significant	중요한
similar	비슷한
simple	간단한, 검소한, 수수한
sincere	성실한, 진지한
sink	가라앉다
skip	건너뛰다
slam	꽝 닫다,
soar	치솟다, 높이 솟다
social	사회적인, 친목의
soil	흙
sore	아픈,
solitary	고독한, 혼자의
solution	해결
sorrow	슬픔
sound	건전한, 소리
sow	씨를 뿌리다,
spare	아끼다, 여분의, 남는
sparkle	불꽃, 불꽃을 튀기다
specialize	전문화하다
species	종
specific	특수한
spectacle	광경, 장관
spill	엎지르다
spirit	정신, 독한 술
splendid	찬란한, 근사한
spoil	망쳐놓다, 손상하다
spread	벌리다, 뻗다
squeeze	짜내다, 짜기
stab	찌르다
stability	안정, 부동
stage	단계, 국면, 무대에 올리다
stare at~	~을 응시하다
startle	깜짝 놀라게 하다
starvation	기아
statistics	통계
status	지위
stillness	고요함
steady	꾸준한
steep	가파른
stick	막대기, 찌르다
stimulate	자극하다
sting	찌르다
stir	휘젓다
store	가게, 저장하다
survival	생존
stuff	물질, 잡동사니, 채우다
strength	힘
strict	엄격한
subconscious	잠재의식의
be subject to~	~하기 쉽다
subtract	빼다
supply	공급(하다)
substance	물질, 실체
subtle	미묘한
suffer from~	~로 고생하다
suitable	적당한
superficial	피상적인
superstition	미신
supplement	보충
suppose	생각하다, 가정하다
surround	둘러싸다
suspect	의심하다, 혐의자
suspend	중지하다, 연기하다
sustain	유지하다, 떠받치다
symbolize	상징하다
sympathetic	동정적인
tame	길들이다, 길든
task	임무, 할 일
tear	눈물, 찢다
tease	놀리다
temper	기질, 천성
technology	기술
temperate	기온이 온화한
temperature	기온
temporary	일시적인, 잠정적인
tourist attraction	관광명소
tempt	유혹하다
term	기간, 조건, 용어,
tendency	경향
tender	부드러운, 부드럽게 하다
tense	긴장된, 팽팽한
terrible	무서운, 무시무시한
terrify	겁나게 하다
terrify	겁나게 하다
testify	증명하다, 증언하다
threat	위협
thrift	겸손한
thrilling	오싹하게 하는
thrive	번영하다
tidy	말쑥한, 깔끔한
timid	소심한
tip	끝, 기울이다, 조언, 정보, 팁을 주다
tolerate	참다
tough	거친, 힘든
totally	완전히, 전부
traditional	전통의
tragedy	비극
transfer	이동하다, 옮기다
transform	변형시키다, 바꾸다
transparent	투명한
tremendous	엄청난
transplant	이식하다
treat	취급하다, 다루다, 대접(하다), 치료하다
tremble	떨다, 전율하다
trend	경향
tribe	부족
trim	손질하다, 다듬다
triple	세배의, 세배로 하다
trivial	사소한
tropical	열대 지방의
trouble	문제, 괴롭히다
turn	돌다, 차례
typical	전형적인
ultimate	궁극적인
uncover	폭로하다
underestimate	과소 평가하다
undergo	겪다, 견디다, 참다
underline	강조하다
understand	이해하다
undertake	떠맡다
unemployment	실업
unique	독특한, 유일한
universal	보편적인, 일반적인
unusual	정상이 아닌, 예외적인
upset	화나게 하다, 화난
urban	도시의
urgency	긴급
vacancy	공허, 빈 상태
vague	모호한
vain	공허한
valuable	소중한
vapor	증기, 증발시키다
vary	다양하게 하다, 바꾸다, 다양하다
vegetable	채소
vehicle	차량, 탈것, 매개물
victim	희생자
violate	위반하다
violence	폭력
virtue	미덕, 덕
visible	볼 수 있는
vivid	생생한
volcano	화산
voluntary	자발적인
volunteer.	자원자, 자원하다
vote	투표(하다)
yield	생산(하다), 양보하다, 굴복하다
